Invoice	Date	Item Name	Net Sales
			41.64
414885			
	Feb 21, 2018	김치순두부	10.88
			10.88
414848			
	Feb 21, 2018	해물파전	6.62
	Feb 21, 2018	부대찌게	9.96
			16.58
414832			
	Feb 21, 2018	해물파전	19.88
	Feb 21, 2018	비빔밥	10.88
	Feb 21, 2018	보쌈	24.88
	Feb 21, 2018	양념치킨	18.88
	Feb 21, 2018	밥 Rice	4.00
			78.52
414829			
	Feb 21, 2018	잡채	18.88
	Feb 21, 2018	Cham Soju	14.95
	Feb 21, 2018	양념치킨	18.88
	Feb 21, 2018	버섯순두부	10.88
			63.59
414877			
	Feb 21, 2018	순대접시	10.88
	Feb 21, 2018	감자탕	29.88
			40.76
414869			
	Feb 21, 2018	순대접시	10.88
	Feb 21, 2018	돌솥비빔밥	12.88
			23.76
414865			
	Feb 21, 2018	잡채	18.88
	Feb 21, 2018	감자탕	29.88
			48.76
414834			
	Feb 21, 2018	Cham Soju	14.95
	Feb 21, 2018	Kokanee	4.95
	Feb 21, 2018	돌솥비빔밥	12.88
	Feb 21, 2018	양념치킨	18.88
	Feb 21, 2018	버섯순두부	10.88
			62.54
414890			
	Feb 21, 2018	Kokanee	4.95
	Feb 21, 2018	양념치킨	18.88
	Feb 21, 2018	감자탕	29.88
	Feb 21, 2018	ChuUm ChuRum	25.90
			79.61
414857			
	Feb 21, 2018	Cham Soju	12.95
	Feb 21, 2018	물만두	9.88
			22.83
414879			
	Feb 21, 2018	Ginger Ale	1.95
	Feb 21, 2018	돌솥비빔밥	12.88
	Feb 21, 2018	따로국밥	10.88
			25.71
414824			
	Feb 21, 2018	버섯순두부	9.25
			9.25
414863			
	Feb 21, 2018	Canadian Pint	3.95
	Feb 21, 2018	떡볶이	26.88
	Feb 21, 2018	감자탕	39.88
	Feb 21, 2018	ChuUm ChuRum	12.95
			83.66
414881			
	Feb 21, 2018	Sake	12.95
			12.95
414854			
	Feb 21, 2018	coca-cola	1.95
	Feb 21, 2018	갈비탕	12.88
	Feb 21, 2018	오삼 불고기	33.88
			48.71
414874			
	Feb 21, 2018	해물순두부	10.88
	Feb 21, 2018	섞어순두부	10.88
			21.76
414807			
	Feb 21, 2018	섞어순두부	21.76
	Feb 21, 2018	Open Item	15.00
			36.76
414842			
	Feb 21, 2018	해물순두부	10.88
	Feb 21, 2018	coca-cola	3.90
	Feb 21, 2018	감자탕	29.88
	Feb 21, 2018	오삼 불고기	33.88
			78.54
414815			
	Feb 21, 2018	섞어순두부	21.76
	Feb 21, 2018	밥 Rice	2.00
			23.76
414823			
	Feb 21, 2018	비빔밥	10.88
			10.88
414852			
	Feb 21, 2018	비빔밥	10.88
			10.88
414830			
	Feb 21, 2018	따로국밥	10.88
			10.88
414888			
	Feb 21, 2018	갈비탕	25.76
			25.76
414813			
	Feb 21, 2018	돌솥비빔밥	25.76
			25.76
414845			
	Feb 21, 2018	감자탕	29.88
			29.88
414840			
	Feb 21, 2018	감자탕	29.88
			29.88
414779			
	Feb 20, 2018	LA 갈비	19.88
			19.88
414778			
	Feb 20, 2018	LA 갈비	19.88
	Feb 20, 2018	해물순두부	10.88
			30.76
414765			
	Feb 20, 2018	LA 갈비	19.88
	Feb 20, 2018	김치순두부	10.88
	Feb 20, 2018	양념치킨	18.88
			49.64
414748			
	Feb 20, 2018	LA 갈비	19.88
	Feb 20, 2018	갈비탕	12.88
	Feb 20, 2018	섞어순두부	10.88
			43.64
414720			
	Feb 20, 2018	순대국밥	10.88
	Feb 20, 2018	돼지불고기	14.88
	Feb 20, 2018	따로국밥	10.88
			36.64
414729			
	Feb 20, 2018	순대국밥	10.88
			10.88
414786			
	Feb 20, 2018	오징어불고기	14.88
	Feb 20, 2018	군만두	9.88
	Feb 20, 2018	떡볶이	26.88
	Feb 20, 2018	양념치킨	18.88
			70.52
414797			
	Feb 20, 2018	순대국밥	21.76
	Feb 20, 2018	오징어불고기	14.88
	Feb 20, 2018	떡만두국	10.88
	Feb 20, 2018	살고기당면	9.88
			57.40
414746			
	Feb 20, 2018	LA 갈비	39.76
	Feb 20, 2018	고등어구이	13.88
	Feb 20, 2018	군만두	9.88
	Feb 20, 2018	잡채	18.88
	Feb 20, 2018	해물파전	19.88
	Feb 20, 2018	감자탕	29.88
			132.16
414740			
	Feb 20, 2018	돼지불고기	14.88
			14.88
414711			
	Feb 20, 2018	돼지불고기	14.88
	Feb 20, 2018	Nestea	2.25
			17.13
414731			
	Feb 20, 2018	불고기	14.88
			14.88
414707			
	Feb 20, 2018	따로국밥	21.76
			21.76
414751			
	Feb 20, 2018	갈비탕	12.88
	Feb 20, 2018	김치순두부	10.88
			23.76
414709			
	Feb 20, 2018	갈비탕	12.88
	Feb 20, 2018	돌솥비빔밥	12.88
			25.76
414747			
	Feb 20, 2018	갈비탕	12.88
	Feb 20, 2018	해물순두부	10.88
			23.76
414712			
	Feb 20, 2018	따로국밥	21.76
			21.76
414708			
	Feb 20, 2018	돌솥비빔밥	12.88
	Feb 20, 2018	찐만두	9.88
			22.76
414742			
	Feb 20, 2018	떡만두국	10.88
	Feb 20, 2018	비빔밥	10.88
			21.76
414774			
	Feb 20, 2018	따로국밥	10.88
			10.88
414788			
	Feb 20, 2018	고등어구이	13.88
	Feb 20, 2018	해물파전	19.88
	Feb 20, 2018	감자탕	39.88
			73.64
414802			
	Feb 20, 2018	오징어불고기	14.88
	Feb 20, 2018	살고기국수	9.88
			24.76
414739			
	Feb 20, 2018	군만두	16.80
			16.80
414717			
	Feb 20, 2018	군만두	9.88
	Feb 20, 2018	살고기당면	9.88
	Feb 20, 2018	돌솥비빔밥	12.88
			32.64
414782			
	Feb 20, 2018	닭불고기	14.88
			14.88
414775			
	Feb 20, 2018	닭불고기	14.88
			14.88
414648			
	Feb 19, 2018	버섯순두부	10.88
	Feb 19, 2018	밥 Rice	2.00
			12.88
414628			
	Feb 19, 2018	밥 Rice	2.00
	Feb 19, 2018	Open Item	15.00
	Feb 19, 2018	통갈비	31.88
	Feb 19, 2018	따로국밥	10.88
			59.76
414645			
	Feb 19, 2018	버섯순두부	10.88
	Feb 19, 2018	coca-cola	1.95
	Feb 19, 2018	통갈비	31.88
	Feb 19, 2018	김치순두부	10.88
			55.59
414677			
	Feb 19, 2018	Honey B Pint	7.90
	Feb 19, 2018	매운닭갈비	33.88
			41.78
414676			
	Feb 19, 2018	Sake	12.95
	Feb 19, 2018	매운닭갈비	33.88
	Feb 19, 2018	닭불고기	14.88
	Feb 19, 2018	불고기	29.76
	Feb 19, 2018	족발	26.88
	Feb 19, 2018	잡채	37.76
	Feb 19, 2018	해물파전	19.88
	Feb 19, 2018	군만두	9.88
	Feb 19, 2018	찐만두	19.76
	Feb 19, 2018	떡볶이	26.88
			232.51
414698			
	Feb 19, 2018	Canadian Pitcher	51.80
	Feb 19, 2018	ChuUm ChuRum	90.65
	Feb 19, 2018	통갈비	63.76
	Feb 19, 2018	김치순두부	10.88
			217.09
414655			
	Feb 19, 2018	밥 Rice	2.00
	Feb 19, 2018	LA 갈비	19.88
	Feb 19, 2018	잡채	18.88
	Feb 19, 2018	갈비찜	38.88
			79.64
414694			
	Feb 19, 2018	밥 Rice	2.00
	Feb 19, 2018	LA 갈비	19.88
	Feb 19, 2018	감자탕	29.88
			51.76
414697			
	Feb 19, 2018	밥 Rice	2.00
	Feb 19, 2018	LA 갈비	19.88
	Feb 19, 2018	비빔냉면	10.88
			32.76
414679			
	Feb 19, 2018	밥 Rice	2.00
	Feb 19, 2018	감자탕	29.88
	Feb 19, 2018	돌솥비빔밥	12.88
			44.76
414678			
	Feb 19, 2018	밥 Rice	2.00
	Feb 19, 2018	매운닭갈비	33.88
	Feb 19, 2018	보쌈	24.88
	Feb 19, 2018	갈비탕	12.88
			73.64
414660			
	Feb 19, 2018	밥 Rice	2.00
	Feb 19, 2018	부대찌게	29.88
			31.88
414699			
	Feb 19, 2018	Kokanee	14.85
	Feb 19, 2018	순대국밥	21.76
			36.61
414703			
	Feb 19, 2018	coca-cola	1.95
	Feb 19, 2018	불고기	14.88
			16.83
414635			
	Feb 19, 2018	섞어순두부	10.88
	Feb 19, 2018	coca-cola	1.95
	Feb 19, 2018	해물순두부	10.88
	Feb 19, 2018	칼국수	10.88
			34.59
414684			
	Feb 19, 2018	섞어순두부	10.88
	Feb 19, 2018	살고기국수	9.88
			20.76
414704			
	Feb 19, 2018	해물순두부	10.88
	Feb 19, 2018	불고기	14.88
	Feb 19, 2018	오징어불고기	14.88
			40.64
414688			
	Feb 19, 2018	해물순두부	10.88
	Feb 19, 2018	순대국밥	21.76
			32.64
414675			
	Feb 19, 2018	해물순두부	10.88
	Feb 19, 2018	닭불고기	14.88
	Feb 19, 2018	군만두	9.88
			35.64
414690			
	Feb 19, 2018	섞어순두부	21.76
	Feb 19, 2018	coca-cola	1.95
	Feb 19, 2018	닭불고기	14.88
	Feb 19, 2018	찐만두	9.88
			48.47
414668			
	Feb 19, 2018	coca-cola	3.90
	Feb 19, 2018	통갈비	31.88
	Feb 19, 2018	LA 갈비	19.88
	Feb 19, 2018	감자탕	39.88
	Feb 19, 2018	잡채	18.88
	Feb 19, 2018	해물파전	19.88
	Feb 19, 2018	비빔밥	10.88
			145.18
414662			
	Feb 19, 2018	coca-cola	1.95
	Feb 19, 2018	LA 갈비	19.88
	Feb 19, 2018	감자탕	39.88
	Feb 19, 2018	군만두	9.88
	Feb 19, 2018	고등어구이	13.88
			85.47
414652			
	Feb 19, 2018	coca-cola	1.95
	Feb 19, 2018	해물순두부	10.88
	Feb 19, 2018	쫄면	10.88
			23.71
414633			
	Feb 19, 2018	Open Item	2.00
	Feb 19, 2018	김치순두부	10.88
	Feb 19, 2018	비빔밥	10.88
			23.76
414784			
	Feb 20, 2018	살고기국수	9.88
	Feb 20, 2018	통갈비	31.88
	Feb 20, 2018	coca-cola	3.90
	Feb 20, 2018	순대접시	10.88
	Feb 20, 2018	돌솥비빔밥	12.88
	Feb 20, 2018	양념치킨	18.88
			88.30
414785			
	Feb 20, 2018	살고기국수	9.88
	Feb 20, 2018	비빔밥	10.88
			20.76
414757			
	Feb 20, 2018	살고기국수	9.88
	Feb 20, 2018	해물순두부	10.88
	Feb 20, 2018	갈비찜	38.88
			59.64
414738			
	Feb 20, 2018	살고기국수	49.40
	Feb 20, 2018	돌솥비빔밥	51.52
			100.92
414725			
	Feb 20, 2018	닭불고기	14.88
	Feb 20, 2018	감자탕	29.88
			44.76
414710			
	Feb 20, 2018	닭불고기	14.88
	Feb 20, 2018	감자탕	29.88
			44.76
414733			
	Feb 20, 2018	살고기당면	9.88
			9.88
414693			
	Feb 19, 2018	ChuUm ChuRum	38.85
	Feb 19, 2018	순대접시	10.88
	Feb 19, 2018	따로국밥	10.88
			60.61
414674			
	Feb 19, 2018	ChuUm ChuRum	14.95
	Feb 19, 2018	통갈비	31.88
			46.83
414664			
	Feb 19, 2018	ChuUm ChuRum	12.95
	Feb 19, 2018	오삼 불고기	28.80
	Feb 19, 2018	양념치킨	16.05
			57.80
414685			
	Feb 19, 2018	Open Item	2.00
	Feb 19, 2018	LA 갈비	19.88
	Feb 19, 2018	갈비탕	25.76
			47.64
414667			
	Feb 19, 2018	매운닭갈비	33.88
	Feb 19, 2018	해물파전	19.88
			53.76
414681			
	Feb 19, 2018	Ashai	5.95
	Feb 19, 2018	감자탕	39.88
			45.83
414695			
	Feb 19, 2018	매운닭갈비	33.88
	Feb 19, 2018	갈비탕	12.88
			46.76
414716			
	Feb 20, 2018	김치순두부	10.88
			10.88
414718			
	Feb 20, 2018	김치순두부	10.88
	Feb 20, 2018	해물순두부	10.88
			21.76
414735			
	Feb 20, 2018	김치순두부	10.88
			10.88
414780			
	Feb 20, 2018	김치순두부	10.88
			10.88
414764			
	Feb 20, 2018	잡채	18.88
	Feb 20, 2018	감자탕	29.88
			48.76
414781			
	Feb 20, 2018	잡채	18.88
			18.88
414721			
	Feb 20, 2018	해물파전	19.88
	Feb 20, 2018	coca-cola	1.95
	Feb 20, 2018	불낙전골	34.88
			56.71
414796			
	Feb 20, 2018	잡채	18.88
	Feb 20, 2018	감자탕	29.88
			48.76
414715			
	Feb 20, 2018	해물순두부	10.88
			10.88
414793			
	Feb 20, 2018	섞어순두부	10.88
	Feb 20, 2018	감자탕	29.88
			40.76
414719			
	Feb 20, 2018	해물순두부	10.88
	Feb 20, 2018	만두접시	17.88
			28.76
414722			
	Feb 20, 2018	섞어순두부	10.88
			10.88
414800			
	Feb 20, 2018	해물순두부	10.88
			10.88
414777			
	Feb 20, 2018	부대찌게	29.88
			29.88
414724			
	Feb 20, 2018	부대찌게	29.88
			29.88
414789			
	Feb 20, 2018	떡볶이	26.88
	Feb 20, 2018	돌솥비빔밥	12.88
			39.76
414762			
	Feb 20, 2018	감자탕	29.88
			29.88
414727			
	Feb 20, 2018	떡볶이	26.88
			26.88
414737			
	Feb 20, 2018	돌솥비빔밥	12.88
			12.88
414755			
	Feb 20, 2018	갈비찜	38.88
			38.88
414745			
	Feb 20, 2018	갈비찜	38.88
			38.88
414798			
	Feb 20, 2018	감자탕	29.88
			29.88
414768			
	Feb 20, 2018	보쌈	24.88
			24.88
415034			
	Feb 23, 2018	닭불고기	14.88
			14.88
415035			
	Feb 23, 2018	닭불고기	14.88
	Feb 23, 2018	군만두	9.88
	Feb 23, 2018	LA 갈비	19.88
	Feb 23, 2018	밥 Rice	4.00
	Feb 23, 2018	Ashai	17.85
			66.49
415015			
	Feb 23, 2018	닭불고기	14.88
	Feb 23, 2018	살고기당면	9.88
	Feb 23, 2018	오징어불고기	14.88
	Feb 23, 2018	김치순두부	10.88
	Feb 23, 2018	따로국밥	10.88
	Feb 23, 2018	돌솥비빔밥	12.88
	Feb 23, 2018	떡볶이	26.88
			101.16
415003			
	Feb 23, 2018	살고기국수	9.88
			9.88
414997			
	Feb 23, 2018	살고기당면	9.88
	Feb 23, 2018	LA 갈비	19.88
	Feb 23, 2018	해물순두부	10.88
			40.64
415038			
	Feb 23, 2018	닭불고기	14.88
	Feb 23, 2018	돼지불고기	14.88
	Feb 23, 2018	불고기	14.88
	Feb 23, 2018	고등어구이	27.76
	Feb 23, 2018	LA 갈비	59.64
	Feb 23, 2018	버섯순두부	21.76
			153.80
415046			
	Feb 23, 2018	닭불고기	14.88
	Feb 23, 2018	돼지불고기	14.88
	Feb 23, 2018	LA 갈비	59.64
	Feb 23, 2018	군만두	29.64
	Feb 23, 2018	양념치킨	18.88
	Feb 23, 2018	감자탕	39.88
	Feb 23, 2018	ChuUm ChuRum	51.80
			229.60
415009			
	Feb 23, 2018	불고기	14.88
	Feb 23, 2018	군만두	9.88
	Feb 23, 2018	김치순두부	10.88
	Feb 23, 2018	Nestea	2.25
	Feb 23, 2018	돌솥비빔밥	25.76
	Feb 23, 2018	갈비탕	12.88
	Feb 23, 2018	보쌈	24.88
			101.41
415016			
	Feb 23, 2018	불고기	14.88
	Feb 23, 2018	해물파전	19.88
	Feb 23, 2018	해물순두부	10.88
	Feb 23, 2018	돌솥비빔밥	12.88
			58.52
415006			
	Feb 23, 2018	돼지불고기	14.88
	Feb 23, 2018	해물순두부	10.88
	Feb 23, 2018	감자탕	29.88
			55.64
414920			
	Feb 22, 2018	오삼 불고기	33.88
	Feb 22, 2018	닭불고기	14.88
			48.76
414912			
	Feb 22, 2018	오삼 불고기	33.88
	Feb 22, 2018	해물파전	19.88
			53.76
414979			
	Feb 22, 2018	Open Item	3.00
	Feb 22, 2018	김치순두부	10.88
			13.88
414990			
	Feb 22, 2018	Open Item	20.00
	Feb 22, 2018	Cham Soju	12.95
	Feb 22, 2018	쫄면	10.88
	Feb 22, 2018	보쌈	24.88
	Feb 22, 2018	감자탕	29.88
			98.59
414978			
	Feb 22, 2018	Open Item	2.00
	Feb 22, 2018	Tsing Tao	5.95
	Feb 22, 2018	오징어불고기	14.88
	Feb 22, 2018	군만두	9.88
	Feb 22, 2018	통갈비	31.88
			64.59
414931			
	Feb 22, 2018	Open Item	3.00
	Feb 22, 2018	감자탕	29.88
			32.88
414985			
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	coca-cola	1.95
	Feb 22, 2018	Nestea	2.25
	Feb 22, 2018	군만두	9.88
	Feb 22, 2018	양념치킨	18.88
	Feb 22, 2018	족발	26.88
			61.84
414991			
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	족발	26.88
	Feb 22, 2018	감자탕	29.88
			58.76
414969			
	Feb 22, 2018	Sprite	1.95
	Feb 22, 2018	LA 갈비	19.88
			21.83
414976			
	Feb 22, 2018	Sprite	1.95
	Feb 22, 2018	ChuUm ChuRum	25.90
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	Kokanee	9.90
	Feb 22, 2018	불낙전골	34.88
	Feb 22, 2018	족발	26.88
			101.51
414955			
	Feb 22, 2018	매운닭갈비	33.88
	Feb 22, 2018	coca-cola	1.95
	Feb 22, 2018	비빔밥	21.76
			57.59
414945			
	Feb 22, 2018	Ashai	23.80
	Feb 22, 2018	보쌈	24.88
	Feb 22, 2018	감자탕	39.88
			88.56
414987			
	Feb 22, 2018	ChuUm ChuRum	38.85
	Feb 22, 2018	Canadian Pitcher	12.95
	Feb 22, 2018	불낙전골	34.88
			86.68
414925			
	Feb 22, 2018	ChuUm ChuRum	14.95
	Feb 22, 2018	감자탕	29.88
	Feb 22, 2018	족발	26.88
			71.71
414996			
	Feb 23, 2018	LA 갈비	19.88
	Feb 23, 2018	해물파전	19.88
	Feb 23, 2018	족발	26.88
	Feb 23, 2018	만두접시	17.88
			84.52
415064			
	Feb 23, 2018	고등어구이	13.88
	Feb 23, 2018	LA 갈비	19.88
	Feb 23, 2018	김치순두부	10.88
	Feb 23, 2018	버섯순두부	10.88
	Feb 23, 2018	ChuUm ChuRum	12.95
			68.47
415021			
	Feb 23, 2018	칼국수	10.88
	Feb 23, 2018	순대접시	10.88
	Feb 23, 2018	김치순두부	10.88
			32.64
415052			
	Feb 23, 2018	고등어구이	13.88
	Feb 23, 2018	김치순두부	10.88
			24.76
415063			
	Feb 23, 2018	오징어불고기	14.88
	Feb 23, 2018	떡만두국	10.88
	Feb 23, 2018	갈비탕	12.88
	Feb 23, 2018	군만두	9.88
			48.52
415031			
	Feb 23, 2018	고등어구이	13.88
	Feb 23, 2018	해물파전	19.88
	Feb 23, 2018	갈비탕	12.88
	Feb 23, 2018	비빔밥	10.88
	Feb 23, 2018	즉석불고기	29.88
	Feb 23, 2018	ChuUm ChuRum	14.95
			102.35
415036			
	Feb 23, 2018	칼국수	10.88
	Feb 23, 2018	Kokanee	4.95
	Feb 23, 2018	돌솥비빔밥	12.88
	Feb 23, 2018	뚝배기불고기	10.88
			39.59
415055			
	Feb 23, 2018	칼국수	10.88
	Feb 23, 2018	김치순두부	10.88
	Feb 23, 2018	군만두	9.88
	Feb 23, 2018	보쌈	24.88
	Feb 23, 2018	ChuUm ChuRum	64.75
	Feb 23, 2018	Canadian Pitcher	25.90
			147.17
415019			
	Feb 23, 2018	군만두	8.40
	Feb 23, 2018	순대국밥	9.25
	Feb 23, 2018	잡채	16.04
	Feb 23, 2018	불낙전골	29.65
	Feb 23, 2018	ChuUm ChuRum	25.90
	Feb 23, 2018	Honey B Pint	3.95
			93.19
415011			
	Feb 23, 2018	군만두	9.88
	Feb 23, 2018	매운닭갈비	33.88
			43.76
415047			
	Feb 23, 2018	찐만두	9.88
	Feb 23, 2018	불낙전골	34.88
	Feb 23, 2018	Sprite	1.95
			46.71
415027			
	Feb 23, 2018	순대국밥	10.88
	Feb 23, 2018	양념치킨	18.88
			29.76
415028			
	Feb 23, 2018	LA 갈비	19.88
	Feb 23, 2018	갈비탕	12.88
			32.76
415020			
	Feb 23, 2018	LA 갈비	19.88
	Feb 23, 2018	Cham Soju	12.95
			32.83
415042			
	Feb 23, 2018	LA 갈비	19.88
	Feb 23, 2018	군만두	9.88
	Feb 23, 2018	부대찌게	29.88
	Feb 23, 2018	Honey B Pint	3.95
			63.59
415044			
	Feb 23, 2018	LA 갈비	19.88
	Feb 23, 2018	잡채	18.88
	Feb 23, 2018	갈비찜	38.88
	Feb 23, 2018	양념치킨	18.88
	Feb 23, 2018	돌솥비빔밥	12.88
			109.40
414995			
	Feb 23, 2018	순대국밥	10.88
	Feb 23, 2018	해물파전	19.88
	Feb 23, 2018	섞어순두부	10.88
	Feb 23, 2018	감자탕	29.88
			71.52
415048			
	Feb 23, 2018	LA 갈비	19.88
	Feb 23, 2018	된장순두부	10.88
	Feb 23, 2018	Ginger Ale	1.95
	Feb 23, 2018	매운닭갈비	33.88
			66.59
414975			
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	Cass	5.95
	Feb 22, 2018	군만두	9.88
	Feb 22, 2018	불고기	14.88
	Feb 22, 2018	순대접시	16.88
	Feb 22, 2018	보쌈	24.88
			74.47
414970			
	Feb 22, 2018	coca-cola	1.95
	Feb 22, 2018	군만두	9.88
	Feb 22, 2018	해물파전	19.88
	Feb 22, 2018	부대찌게	29.88
			61.59
414966			
	Feb 22, 2018	coca-cola	1.95
	Feb 22, 2018	통갈비	31.88
	Feb 22, 2018	부대찌게	29.88
			63.71
414958			
	Feb 22, 2018	coca-cola	1.95
	Feb 22, 2018	LA 갈비	19.88
	Feb 22, 2018	닭불고기	14.88
			36.71
414943			
	Feb 22, 2018	coca-cola	1.95
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	LA 갈비	19.88
	Feb 22, 2018	양념치킨	18.88
	Feb 22, 2018	보쌈	24.88
			67.59
414986			
	Feb 22, 2018	coca-cola	1.95
	Feb 22, 2018	Diet Coke	1.95
	Feb 22, 2018	쫄면	10.88
	Feb 22, 2018	보쌈	24.88
	Feb 22, 2018	감자탕	39.88
			79.54
414916			
	Feb 22, 2018	Diet Coke	1.95
	Feb 22, 2018	섞어순두부	10.88
	Feb 22, 2018	Cass	11.90
	Feb 22, 2018	Corona	6.95
	Feb 22, 2018	Honey B Pint	9.90
	Feb 22, 2018	오징어불고기	14.88
	Feb 22, 2018	군만두	39.52
	Feb 22, 2018	갈비탕	25.76
	Feb 22, 2018	떡만두국	10.88
	Feb 22, 2018	닭불고기	14.88
	Feb 22, 2018	돌솥비빔밥	38.64
	Feb 22, 2018	해물순두부	10.88
			197.02
414962			
	Feb 22, 2018	Nestea	2.25
	Feb 22, 2018	Sul Joong Mae	17.95
	Feb 22, 2018	군만두	9.88
	Feb 22, 2018	살고기당면	9.88
	Feb 22, 2018	닭불고기	14.88
	Feb 22, 2018	잡채	18.88
	Feb 22, 2018	해물파전	19.88
	Feb 22, 2018	돌솥비빔밥	25.76
	Feb 22, 2018	감자탕	39.88
			159.24
414965			
	Feb 22, 2018	Nestea	2.25
	Feb 22, 2018	Diet Coke	1.95
	Feb 22, 2018	섞어순두부	21.76
	Feb 22, 2018	LA 갈비	19.88
	Feb 22, 2018	양념치킨	18.88
			64.72
414923			
	Feb 22, 2018	Diet Coke	1.95
			1.95
414926			
	Feb 22, 2018	coca-cola	1.95
	Feb 22, 2018	닭불고기	14.88
	Feb 22, 2018	잡채	18.88
	Feb 22, 2018	해물순두부	10.88
			46.59
414913			
	Feb 22, 2018	coca-cola	1.95
	Feb 22, 2018	해물파전	19.88
	Feb 22, 2018	김치순두부	10.88
			32.71
414992			
	Feb 22, 2018	해물순두부	10.88
	Feb 22, 2018	Heineken	29.75
	Feb 22, 2018	찐만두	9.88
			50.51
414893			
	Feb 22, 2018	섞어순두부	10.88
	Feb 22, 2018	김치순두부	10.88
			21.76
414957			
	Feb 22, 2018	해물순두부	21.76
	Feb 22, 2018	고등어구이	13.88
	Feb 22, 2018	따로국밥	10.88
	Feb 22, 2018	비빔밥	10.88
			57.40
414954			
	Feb 22, 2018	해물순두부	10.88
	Feb 22, 2018	순대국밥	10.88
	Feb 22, 2018	군만두	9.88
			31.64
414938			
	Feb 22, 2018	해물순두부	10.88
	Feb 22, 2018	살고기국수	9.88
			20.76
414922			
	Feb 22, 2018	섞어순두부	10.88
	Feb 22, 2018	군만두	9.88
			20.76
414984			
	Feb 22, 2018	섞어순두부	10.88
	Feb 22, 2018	Ginger Ale	1.95
	Feb 22, 2018	돌솥비빔밥	12.88
			25.71
414963			
	Feb 22, 2018	섞어순두부	10.88
	Feb 22, 2018	비빔밥	10.88
			21.76
414952			
	Feb 22, 2018	섞어순두부	10.88
	Feb 22, 2018	해물파전	19.88
			30.76
414950			
	Feb 22, 2018	섞어순두부	10.88
	Feb 22, 2018	갈비탕	12.88
	Feb 22, 2018	해물파전	19.88
	Feb 22, 2018	보쌈	24.88
			68.52
414909			
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	LA 갈비	19.88
			21.88
414930			
	Feb 22, 2018	Cass	5.95
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	찐만두	9.88
	Feb 22, 2018	즉석불고기	29.88
			47.71
414932			
	Feb 22, 2018	뚝배기불고기	10.88
			10.88
414959			
	Feb 22, 2018	뚝배기불고기	10.88
	Feb 22, 2018	순대국밥	10.88
	Feb 22, 2018	해물파전	19.88
			41.64
414924			
	Feb 22, 2018	밥 Rice	4.00
	Feb 22, 2018	족발	26.88
			30.88
414928			
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	순대접시	10.88
	Feb 22, 2018	감자탕	29.88
			42.76
414971			
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	오징어불고기	14.88
	Feb 22, 2018	갈비탕	12.88
	Feb 22, 2018	양념치킨	18.88
	Feb 22, 2018	돌솥비빔밥	12.88
			61.52
414974			
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	LA 갈비	19.88
	Feb 22, 2018	잡채	18.88
			40.76
414960			
	Feb 22, 2018	밥 Rice	2.00
	Feb 22, 2018	감자탕	29.88
			31.88
414905			
	Feb 22, 2018	뚝배기불고기	10.88
	Feb 22, 2018	비빔냉면	10.88
	Feb 22, 2018	돼지불고기	14.88
	Feb 22, 2018	된장순두부	10.88
			47.52
414980			
	Feb 22, 2018	버섯순두부	10.88
	Feb 22, 2018	Cham Soju	12.95
	Feb 22, 2018	돼지불고기	14.88
			38.71
414988			
	Feb 22, 2018	Cham Soju	25.90
	Feb 22, 2018	비빔냉면	10.88
	Feb 22, 2018	통갈비	31.88
			68.66
414906			
	Feb 22, 2018	버섯순두부	10.88
	Feb 22, 2018	오징어불고기	14.88
	Feb 22, 2018	돌솥비빔밥	12.88
			38.64
414901			
	Feb 22, 2018	Canadian Pint	9.90
	Feb 22, 2018	따로국밥	10.88
			20.78
415056			
	Feb 23, 2018	잡채	18.88
	Feb 23, 2018	족발	26.88
	Feb 23, 2018	해물순두부	10.88
	Feb 23, 2018	coca-cola	3.90
	Feb 23, 2018	돌솥비빔밥	12.88
	Feb 23, 2018	감자탕	39.88
	Feb 23, 2018	밥 Rice	2.00
	Feb 23, 2018	Juice	2.95
			118.25
415051			
	Feb 23, 2018	잡채	18.88
	Feb 23, 2018	해물파전	19.88
	Feb 23, 2018	Nestea	2.25
	Feb 23, 2018	coca-cola	1.95
	Feb 23, 2018	보쌈	24.88
	Feb 23, 2018	부대찌게	29.88
			97.72
415007			
	Feb 23, 2018	잡채	18.88
	Feb 23, 2018	해물파전	19.88
	Feb 23, 2018	돌솥비빔밥	12.88
	Feb 23, 2018	비빔밥	10.88
	Feb 23, 2018	부대찌게	29.88
	Feb 23, 2018	즉석불고기	29.88
			122.28
414998			
	Feb 23, 2018	김치순두부	10.88
	Feb 23, 2018	섞어순두부	10.88
			21.76
415045			
	Feb 23, 2018	해물파전	19.88
	Feb 23, 2018	섞어순두부	10.88
	Feb 23, 2018	돌솥비빔밥	12.88
			43.64
415001			
	Feb 23, 2018	잡채	18.88
